,sentence,label
9267,"adapted from a monologue in his "" blue jam "" radio series , chris morris' first short film is a haunting black comedy about a man who no longer uses his name because he's decided he's ceased to deserve one , and a dog called rothko who says he is the man's lawyer .",1
8929,"clashing their swords in fiece mortal combat , will and jack attempt to recapture the black pearl ship , save the british navy , and relinquish a fortune in forbidden treasure thereby lifting the curse of the pirates of the caribbean .",1
2650,"long before it's over , you'll be thinking of 51 ways to leave this loser .",0
8755,as each wait for a bus to new york city it is soon clear they are both hiding dark secrets while running from the past .,1
4219,"daughter from danang reveals that efforts toward closure only open new wounds . it doesn't flinch from its unsettling prognosis , namely , that the legacy of war is a kind of perpetual pain .",0
5802,will taco chick and salsa girl assist superfag in defeating this evil menace ?,1
9329,"mostly centered on indianapolis , this film puts this problem ( which many assume to be an urban phenomenon ) firmly in the heartland of the usa .",1
4102,"defies logic , the laws of physics and almost anyone's willingness to believe in it . but darned if it doesn't also keep us riveted to our seats .",0
2313," . . . "" bowling for columbine "" remains a disquieting and thought-provoking film . . .",0
6337,the story follows unpredictable twists and turns until it climaxes with a madcap finale .,1
3775,underachieves only in not taking the shakespeare parallels quite far enough .,0
6940,"within the five walls of the boxes , the rhythmic and dynamic movements become a fascinating visual experience .",1
5298,nsa agent gibbons ( samuel l . jackson ) forces xxx to cooperate with the government to infiltrate an underground russian crime ring and avoid going to prison .,1
9952,"the regulus submarines were the forerunners of these weapons , and proved the concept that stabilized the cold war .",1
8841,django is a character that decides to fight against his luck because he doesn't accept the poverty he's destined for .,1
676,"sheridan is painfully bad , a fourth-rate jim carrey who doesn't understand the difference between dumb fun and just plain dumb .",0
8041,then she buys a bar of chocolate from the neighborhood store . . .,1
3692,"the santa clause 2 "" goes down as easy as an eggnog on christmas eve .",0
1251,"combines improbable melodrama ( gored bullfighters , comatose ballerinas ) with subtly kinky bedside vigils and sensational denouements , and yet at the end , we are undeniably touched .",0
438," "" punch-drunk love "" is a little like a chocolate milk moustache . . .",0
6442,"oblivious of all the differences of status and background , a bond that would never break grew between them .",1
1088,"this humbling little film , fueled by the light comedic work of zhao benshan and the delicate ways of dong jie , is just the sort for those moviegoers who complain that 'they don't make movies like they used to anymore . '",0
6560,"however , they must ge the migt baby product done before they can settle their personal affairs .",1
6784,"<p class= "" plotpar "" >for close to 20 years <a href= "" /name ? holmes , %20john "" >john",1
3158,"oscar wilde's masterpiece , the importance of being earnest , may be the best play of the 19th century . it's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker's movie adaptation .",0
8375,"only nurse bloom knows the spells to ensure that the child will see benevolent spirits , not evil ones , but she hasn't bargained for lena's mother , who scoffs at 'old time ideas' and discreetly disposes of the special tea the nurse has brewed .",1
8981,"forced to move back to his old job at a pizza parlor and into a rundown tenement where a number of oddballs wander the hall including a lonely middle aged woman ( mary coleston ) who makes spam casseroles for all the bachelors , a daffy prostitute ( krystina carson ) , and a spanish don juan ( manual cabra ) who wanders the halls in his bathrobe .",1
2154,"with the dog days of august upon us , think of this dog of a movie as the cinematic equivalent of high humidity .",0
7600,"his big brother george has also made a new friend , will , so stuart is feeing lonely .",1
