,sentence,label
3611,What medium is Stuart Hamblen the first singing cowboy in ?,1
1462,"Who does Shakespeare 's Antonio borrow 3 , 0 ducats from ?",3
3040,What is it like to experience a near death episode ?,0
4381,What is the largest city in Texas ?,4
4200,What was the V-8 Juice slogan : `` the tastebud '' ?,0
5427,How can I search for a word within my own webpage ?,0
3273,What southeast Asian country has the Wang River joining the Ping River at Tak ?,4
3238,Who was the lawyer for Randy Steven Craft ?,3
3131,Who taught Matt Murdock to use his extraordinary abilities in Marvel comics ?,3
2578,Where is former Pro wrestler Johnny `` Rubber Man '' Walker ?,4
4306,"Who is the director of the international group called the Human Genome Organization , HUGO , that is trying to coordinate gene-mapping research worldwide ?",3
49,What weapon is the mythological character Apollo most proficient with ?,1
4672,When is the Jimmy Buffett concert coming to the E center in Camden NJ ?,5
3630,Independent silversmith 's account for what percentage of silver production ?,5
858,How many hands does Bjorn Borg use when hitting his forehand ?,5
3225,What is a bone marrow transplant ?,0
1072,What novel has Big Brother watching ?,1
719,Whose autobiography is titled Yes I Can ?,3
3750,What was Joe Namath 's first contract worth ?,5
2631,What is the definition of `` chancery '' file in real estate ?,0
5310,What country is bounded in part by the Indian Ocean and Coral and Tasman seas ?,4
1660,What does U.S.S.R. stand for ?,2
1656,"What year did Degas create the bronze sculpture , `` Fourth Position Front ? ''",5
2425,Name a Salt Lake City newspaper .,1
4705,What year did Montana become a state ?,5
4608,What was the nickname of model Leslie Hornby ?,3
5420,What did the forward-thinking Simon Brothers Bakery of Chicago insert into bagels to boost business ?,1
3926,Which is the best opening move in chess ?,1
3097,What is DEET ?,2
4883,What are the odds of giving birth to twins ?,5
3921,What is predicted to topple over between 2010 and 2020 ?,1
5179,What monarch signed the Magna Carta ?,3
3189,What famed gangland slaughter cut into the membership of Bugs Moran 's outfit ?,1
2934,What did the crocodile swallow in Peter Pan ?,1
4502,What does Larry King do for a living ?,3
3691,What is the best-selling television soundtrack of all time ?,1
2606,What is the chemical composition of a Barbie ?,1
1385,"Who killed more people , Hitler or Stalin ?",3
4329,Why do they call a hamburger a hamburger when there is no ham ?,0
1399,Who is Nicolo Paganini ?,3
1195,Name the lawyer for Randy Craft .,3
1408,What country was Sir Edmund Hillary born in ?,4
1845,What is Michael Jackson 's middle name ?,3
1798,What season is the setting for Shakespeare 's Midsummer Night 's Dream ?,5
1475,"Where can I find all the information I need to know about the English Civil War , 1642-1649 , ?",4
3821,How big is Australia ?,5
35,What do Mormons believe ?,0
4431,How many colors are there in a rainbow ?,5
2345,"What Stephen Sondheim ballad ends : `` Well , maybe next year.. . '' ?",1
4219,What happened to Pepsi Clear ?,0
3312,Approximately how much does a teaspoon of matter weigh in a black hole ?,5
2359,How many consecutive baseball games did Lou Gehrig play ?,5
3006,In what movie is the number nine found in the title ?,1
2206,Where are the Union Stockyards ?,4
3801,What is capitalism according to Max Weber ?,0
4679,What is the abbreviation of the International Olympic Committee ?,2
3179,What colors make up a rainbow ?,1
1286,What 's the No. 1 killer in industrialized countries ?,1
349,How do doctors diagnose bone cancer ?,0
3416,What is the price for tuberculosis drugs ?,5
2137,What is a `` USB '' port on a computer ?,2
2691,What is the nickname of the famous flyer who mistakenly flew to Ireland instead of to Los Angeles ?,3
3536,What university fired Angela Davis ?,3
3710,Who won the 1968 California Democratic primary ?,3
1681,What document did President Andrew Johnson want a copy of placed under his head upon his burial ?,1
4427,How many people own pets ?,5
1443,What kind of animal was Winnie the Pooh ?,1
4955,How many words are there in the Spanish language ?,5
3215,Why does sound travel quicker through water than air ?,0
1671,What department store heir is responsible for raising a three-ton safe from the underwater wreckage of the Andrea Doria ?,3
4815,What kind of business is 7-Eleven ?,3
1179,Where can I find a list of all the companies in America that offer a direct stock purchase plan ?,4
2798,What is Occam 's Razor ?,0
1692,What Mary Tyler Moore Show regular came into the world as Tadeus Wladyslaw Konopka ?,1
4352,How do you get a pointsettia to turn red ?,0
372,Who declared : `` I am down on whores and I shan 't stop ripping them '' ?,3
3055,What does the term 3 mean to a newspaper editor ?,0
4196,"What country surrounds San Marino , the world 's smallest Republic ?",4
1916,Why do men snore ?,0
1357,"Of children between the ages of two and eleven , what percentage watch `` The Simpsons '' ?",5
1825,In what year did they build the Berlin Wall ?,5
786,What was the price of Varian Associates ' vacuum products division ?,5
469,What film or films has Jude Law appeared in ?,1
140,Where is the Orinoco ?,4
788,What language is mostly spoken in Brazil ?,1
323,What are Halloween 's colors ?,1
50,What country do the Galapagos Islands belong to ?,4
714,"What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?",1
4897,What are some ways to help someone with Chicken Pox ?,1
2840,What is the word for love of pain or abuse ?,1
2446,Why are organ transplants more successful today ?,0
5243,Who was the star witness at the Senate Watergate hearings ?,3
3742,What was the name of Baretta 's cockatoo ?,1
4822,What five-time winner of the Kentucky Derby lost his first 25 races ?,1
5007,Why do girls have to wear training bras ?,0
5246,What are the five basic swimming strokes ?,1
2666,What is meant by the term `` yield to maturity '' in reference to bonds ?,0
406,How is energy created ?,0
3988,What is `` the taste that beats the others cold '' ?,1
1004,What was the backup singing group for Roy Rogers ?,3
4290,How did the Hohenzollerns build their power around 17 ?,0
890,Who banned Peter Rose from baseball for betting on games ?,3
2411,What book is subtitled The Preservation of Favoured Races in the Struggle for Life ?,1
2545,What are the Poconos ?,0
4960,How many members of a family could be drafted in the U.S. military during World War II ?,5
2390,What was the first TV set to include a remote control ?,1
4388,Where is McCarren Airport ?,4
42,How many people in the world speak French ?,5
2830,How do you determine if a computer monitor has an SVGA adapter ?,0
3927,What do ladybugs eat ?,1
3371,"What architect originated the glass house designed the Chicago Federal Center had a philosophy of `` less is more , '' and produced plans that were the forerunner of the California ranch house ?",3
3022,What did the Seven Dwarfs do for a living ?,3
3364,How many liberty bells have there been ?,5
303,Which Doonesbury character was likely to turn into a werewolf ?,3
4923,Who 's the only president buried in Washington,3
11,Why do heavier objects travel downhill faster ?,0
664,"What are the first names of Rowan and Martin , the stars of TV 's Laugh-In ?",3
1177,Name a Gaelic language .,1
3292,What century did art 's Romantic Period begin in ?,5
2676,What is the time it takes a typist to type a screenplay that is 100 pages long ?,5
1947,What is the difference between a fruit and a vegetable ?,0
2501,"How do you say , `` I love you '' in other languages ?",1
1473,What is the meaning of the name Ella ?,0
2863,Why did the Globe Theatre burn down ?,0
2375,What 's the percentage of children aged two through eleven who watch ` 'The Simpsons ' ?,5
2132,How do you get a girl to have sex with you ?,0
1026,What London street is the home of British journalism ?,4
2989,How long did Shea and Gould practice law in Los Angeles ?,5
961,What sport is Chris Jogis a top player of ?,1
2889,What is chromatology ?,0
3021,What effect does friction have on perpetual motion ?,0
3015,"What product `` doubles your pleasure , doubles your fun '' ?",1
3721,What was the rallying cry of the early American revolutionaries ?,0
3338,What is Win Rah ?,0
2009,"What was the name of the American ship sunk by a mine in Havana harbor , causing the Spanish-American war ?",1
2149,How do I contact answers.com ?,0
5389,What are all the southern states of the U.S. ?,4
2338,What Scandinavian capital is built on nine bridge-connected islands ?,4
735,What is the wingspan of a condor ?,5
304,What is the abbreviation for micro ?,2
1440,What presidential press secretary dismissed Watergate as a third-rate burglary attempt ?,3
1496,What count did Alexandre Dumas write about ?,3
2652,Garry Kasparov plays what game ?,1
2875,"When Superman needs to get away from it all , where does he go ?",4
916,What is the only gland in humans that can regenerate itself ?,1
4559,The Jewish alphabet is called what ?,1
710,Where was Lincoln assassinated ?,4
5038,What is federal income tax ?,0
4814,Who were the 1974 Oscar winners ?,3
2772,What card company sells Christmas ornaments ?,3
1624,What lake is Sheboygan on ?,4
4331,What year was the Avery Dennison company founded ?,5
821,How do fuel injectors work ?,0
3916,How many people die from tuberculosis each year ?,5
1354,What two baseball players make up the battery ?,3
4906,What are the benefits of a rowing machine ?,0
850,Who coined the term NN cyberspace `` in his novel NN Neuromancer '' ?,3
3350,"What was the name of the Crimean meeting of Roosevelt , Churchill , and Stalin ?",1
1000,"What singer became despondent over the death of Freddie Prinze , quit show business , and then quit the business ?",3
4012,How many American soldiers remain unaccounted from the Vietnam war ?,5
3525,Who played Al Jolson in the Jolson Story ?,3
18,What is `` Nine Inch Nails '' ?,0
1637,What Honeymooners actress did Television magazine name as 1953 's most promising star ?,3
1667,What is the definition of ` graphic details ' ?,0
493,How many degrees cooler is the inside of a cucumber than the air outside ?,5
3173,What actress 's autobiography is titled Shelley : Also Known as Shirley ?,3
4382,"What future deer hunter portrayed Annie Hall 's neurotic brother , Duane ?",3
1347,What is Bill Gross 's email address ?,4
3018,Who was the first man to return to space ?,3
4753,What percentage of the world 's plant and animal species can be found in the Amazon forests ?,5
3230,What does an edentulous smile lack ?,1
3864,How many elephants are left on earth ?,5
4284,Name four comic strips about pilots .,1
2828,What does caliente translate to in English ?,1
687,What is a fear of parasites ?,1
1112,Who said : `` Soldiers win the battles and generals get the credit '' ?,3
3232,Where can you find the Venus flytrap ?,4
1608,What 's the second-biggest-selling magazine in America ?,1
4464,What mayor made so many TV appearances he was asked to join AFTRA in 1984 ?,3
5224,What is the largest museum in the world ?,4
1009,What is the probability that at least 2 out of 25 people will have the same birthday ?,5
3291,Why is the word `` abbreviation '' so long ?,0
2408,What are all the southern states of the United States ?,4
1092,"Who lives at 24 Sussex Drive , Ottawa ?",3
